10000 , 235.73500065505505 , 448.2000016346574
20000 , 260.2600009027868 , 530.5000017210841
30000 , 206.01500054523348 , 420.60000163316727
40000 , 207.21500063799323 , 420.9000003486872
50000 , 300.53500077798964 , 982.6000002324581
60000 , 283.205000821501 , 527.7000023797154
70000 , 221.26500078476965 , 728.1000036820769
80000 , 220.00500062555074 , 447.40000063180923
90000 , 292.5150008432567 , 595.9000020697713
100000 , 258.3600005224347 , 446.6000005453825
110000 , 311.4950009405613 , 492.10000259429216
120000 , 230.720000917837 , 446.3000023216009
130000 , 236.7150005482137 , 491.9000002592802
140000 , 274.8450007796288 , 594.9000015109777
150000 , 313.07500111535194 , 576.8000018596649
160000 , 286.81500101313 , 577.8000013306737
170000 , 280.405001142621 , 529.0000025257468
180000 , 353.4800014659762 , 530.1000025421381
190000 , 442.59500166885556 , 596.3000020086765
200000 , 449.7700016219169 , 807.6000019907951
210000 , 467.13000184595586 , 596.7000025063753
220000 , 424.03000180386005 , 576.7000022158027
230000 , 259.2150009512901 , 493.5000022724271
240000 , 429.9950019434094 , 578.5000027567148
250000 , 374.1700015645474 , 647.3000026643276
260000 , 489.73000208102167 , 647.4000032246113
270000 , 249.74500089921057 , 596.5000024065375
280000 , 429.0300017550588 , 594.8000017404556
290000 , 346.89000148400663 , 597.9000030532479
300000 , 307.67500124424697 , 578.6000025570393
310000 , 439.9350020132959 , 985.2000038996339
320000 , 537.9200023472309 , 981.4000029265881
330000 , 419.36500171534715 , 985.6000026538968
340000 , 382.81500173285605 , 987.6000026464462
350000 , 581.5250026639551 , 985.5000043734908
360000 , 332.5150014769286 , 728.4000027254224
370000 , 441.69000177979467 , 984.4000010788441
380000 , 412.640001822263 , 986.0000042766333
390000 , 290.25000117346644 , 595.2000027894974
400000 , 398.20000170953574 , 726.7000028416514
410000 , 412.13500185757874 , 985.9000018462539
420000 , 368.5050015963614 , 729.1000009700656
430000 , 472.3300019040704 , 984.6000024750829
440000 , 455.380002034083 , 814.1000040024519
450000 , 481.86000188663604 , 983.5000013038516
460000 , 381.9150017619133 , 984.9000065103173
470000 , 385.52000177018346 , 729.8000023663044
480000 , 457.04500194303694 , 986.3000043779612
490000 , 324.4850014351308 , 729.7000030353665
500000 , 554.1550023149699 , 986.8000029847026
10000 , 288.38000058196485 , 726.0000014230609
20000 , 206.610000423342 , 259.20000118017197
30000 , 181.4900003861636 , 336.8000005632639
40000 , 243.54000078924 , 420.6000023409724
50000 , 307.3350009750575 , 729.5000011846423
60000 , 256.9400007542223 , 572.6000035330653
70000 , 223.66000049449502 , 447.30000223219395
80000 , 287.4200007148087 , 574.7000020816922
90000 , 181.2850004222244 , 447.30000203102827
100000 , 147.355000436306 , 418.4000005275011
110000 , 265.33000061921774 , 577.8000013008714
120000 , 248.49000061228872 , 528.4000014588237
130000 , 338.2850010313094 , 592.2000017985702
140000 , 211.00500062443317 , 420.5000009611249
150000 , 224.12500071562826 , 422.90000193566084
160000 , 227.1800007071346 , 419.6000010073185
170000 , 225.76500055342913 , 329.20000141113997
180000 , 232.08500046283007 , 594.6000015735626
190000 , 296.64000072441996 , 447.7000018656254
200000 , 252.8850005067885 , 575.9000022783875
210000 , 227.76500071845948 , 447.2000005543232
220000 , 218.78500078991055 , 448.4000022262335
230000 , 217.70500061176716 , 529.6000026389956
240000 , 244.1800005197525 , 420.2000009790063
250000 , 256.5300007611513 , 526.9000026360154
260000 , 260.68500092998147 , 491.70000183582306
270000 , 211.6350006107241 , 446.8000019714236
280000 , 237.35000058785081 , 526.700001463294
290000 , 273.13500078693033 , 575.8000000342727
300000 , 298.99500095546244 , 730.1000019684434
310000 , 211.19500066675246 , 421.4000014141202
